food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Water,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,Nutrition Density,Carbohydrate_to_Protein_Ratio,Carbohydrate_to_Fat_Ratio,Fiber_to_Carbohydrate_Ratio,Sodium_to_Potassium_Ratio,Caloric_Density
ohelo berries,39.0,0.3,0.0,0.0,0.0,9.6,0.0,0.5,0.0,0.0,0.068,129.2,0.0,0.066,0.0,0.0,0.082,0.4,0.0,0.0,8.4,0.0,0.0,0.0,9.8,0.0,0.1,8.4,0.0,14.0,53.2,0.0,0.0,28.7,19.19999999616,31.999999989333332,0.0,0.001278195488719402,0.27936962750696326
loganberries,81.0,0.5,0.053,0.023,0.3,19.1,11.3,2.2,7.8,0.0,0.06,124.4,0.0,0.008,0.029,0.0,0.05,1.2,0.4,0.083,22.5,0.0,1.3,0.065,38.2,0.2,0.9,30.9,1.8,38.2,213.2,0.065,0.5,91.2,8.681818181423553,38.199999992360006,0.40837696334864726,0.00028142589118185674,0.5540355677150793
casaba melon,48.0,0.2,0.012,0.046,0.012,11.2,9.7,1.9,1.5,0.0,0.057,156.1,0.0,0.083,0.003,0.0,0.042,0.4,0.1,0.3,37.1,0.0,0.053,0.034,18.7,0.1,0.6,18.7,0.026,8.5,309.4,0.07,0.1,71.2,5.894736841795014,55.99999997199999,0.13392857142737566,0.00018422753716865412,0.28335301062557067
durian,51.0,1.9,0.0,0.0,0.0,9.5,0.0,0.5,1.3,0.0,0.079,22.7,0.0,0.0,0.1,0.095,0.0,0.049,0.4,0.029,0.1,6.9,0.0,0.0,0.0,2.1,0.094,0.2,10.5,0.1,13.7,152.6,0.0,13.358,18.9999999962,4.9999999997368425,0.13684210526171744,0.005766423357622143,1.4739884393020986
coriander leaves raw,4.0,0.086,0.044,0.01,0.064,0.6,0.1,0.3,0.4,0.0,0.005,14.8,0.0,0.083,0.05,0.0,0.059,0.2,0.069,0.066,4.3,0.0,0.4,0.008,10.7,0.028,0.3,4.2,0.051,7.7,83.4,0.019,0.059,16.674,1.9999999993333333,6.97674417793402,0.6666666665555556,5.995203836923267e-05,0.2533890789290929
garden cress raw,3.0,0.062,0.052,0.049,0.062,0.5,0.4,0.2,0.063,0.0,0.079,8.0,0.0,0.0,0.072,0.004,0.0,0.03,0.018,0.019,0.017,6.2,0.0,0.011,0.04,7.3,0.009,0.1,3.4,0.001,6.8,54.5,0.032,0.886,2.49999999875,8.064516116024974,0.1259999999748,0.011617647058652682,0.3423875827397582
pasilla peppers dried,24.0,1.1,0.0,0.0,0.0,3.6,0.0,0.9,1.9,0.0,0.063,1.0,0.0,0.084,0.058,0.0,0.2,0.5,0.1,0.3,0.4,0.0,0.0,0.0,6.8,0.022,0.7,9.1,0.1,18.7,155.5,0.075,0.062,15.4,3.9999999995555555,3.272727272429752,0.5277777777631173,0.00040514469453350153,3.6363636363085403
parsley dried,1.0,0.096,0.064,0.086,0.093,0.3,0.073,0.1,0.1,0.0,0.058,0.09,0.0,0.062,0.072,0.0,0.014,0.031,0.089,0.03,0.6,0.0,0.008,0.063,5.7,0.092,0.1,2.0,0.061,2.2,13.4,0.029,0.076,6.95,2.9999999969999998,3.1249999967447915,0.33333333322222225,0.004328358208922922,1.706484641347016
ancho pepper dried,48.0,1.4,0.1,0.08,0.8,8.7,0.0,2.0,3.7,0.0,0.068,3.8,0.0,0.055,0.082,0.0,0.4,1.1,0.3,0.6,0.3,0.0,0.0,0.0,10.4,0.079,1.9,19.2,0.2,34.2,409.9,0.046,0.2,28.4,4.3499999997825,6.214285713841837,0.42528735631695075,0.00016589412051715887,3.0188679245093155
coriander seeds,5.0,0.3,0.049,0.2,0.074,1.0,0.0,0.2,0.8,0.0,0.095,0.2,0.0,0.003,0.0,0.0,0.092,0.083,0.0,0.0,0.4,0.0,0.0,0.0,12.8,0.077,0.3,5.9,0.097,7.4,22.8,0.068,0.054,15.8,4.9999999975,3.3333333322222223,0.79999999992,0.004166666666648392,2.941176470415225
dill weed dried,253.0,4.4,0.2,0.0,0.0,55.8,0.0,20.0,13.6,0.0,0.2,7.3,0.0,0.0,0.4,0.0,0.0,0.3,2.8,0.0,1.7,50.0,0.0,0.0,0.0,1784.0,0.5,48.8,451.0,4.0,543.0,3308.0,0.0,96.0,2.7899999999860503,12.681818181529957,0.24372759856587145,0.00036832412523013475,2.891428571425267
borage,19.0,0.6,0.2,0.2,0.017,2.7,0.0,1.6,0.0,0.0,0.023,82.8,0.0,0.073,0.058,0.0,0.1,0.8,0.072,0.064,31.2,0.0,0.0,0.0,82.8,0.1,2.9,46.3,0.3,47.2,418.3,0.084,0.2,121.8,1.6874999998945313,4.499999999250001,0.0,5.498446091320703e-05,0.21664766248549985
epazote,0.0,0.06,0.0,0.0,0.0,0.094,0.0,0.059,0.051,0.0,0.021,0.7,0.0,0.0,0.058,0.013,0.0,0.04,0.065,0.026,0.026,0.047,0.0,0.0,0.0,2.2,0.067,0.059,1.0,0.099,0.7,5.1,0.028,0.363,1.5932203362826773,1.5666666640555555,0.5425531909121775,0.029999999995714288,0.0
chives dried,1.0,0.055,0.051,0.093,0.023,0.1,0.0,0.013,0.041,0.0,0.04,0.091,0.0,0.0,0.009,0.036,0.0,0.009,0.068,0.062,0.054,1.3,0.0,0.0,0.0,1.6,0.047,0.003,1.3,0.095,1.0,5.9,0.077,0.32,7.692307633136096,1.8181818148760331,0.40999999959,0.039999999996,3.8610038595131257
thyme fresh,1.0,0.068,0.07,0.056,0.085,0.2,0.0,0.091,0.1,0.0,0.017,0.5,0.0,0.0,0.074,0.08,0.0,0.039,0.019,0.048,0.057,1.3,0.0,0.0,0.0,3.2,0.018,0.1,1.3,0.045,0.8,4.9,0.0,0.545,2.197802195387031,2.941176466262976,0.49999999975,0.02124999999734375,1.1641443537643603
butterbur,4.0,0.2,0.0,0.0,0.0,0.5,0.0,0.1,0.0,0.0,0.053,121.4,0.0,0.067,0.078,0.0,0.081,0.2,0.0,0.097,14.8,0.0,0.0,0.0,42.2,0.087,0.8,2.5,0.1,5.0,14.9,0.045,0.015,58.6,4.999999995,2.49999999875,0.0,0.003557046979841899,0.032733224222559136
wasabi root,142.0,0.8,0.0,0.0,0.0,30.6,0.0,6.2,10.1,0.0,0.02,89.8,0.0,0.2,0.099,0.0,0.1,1.0,0.3,0.4,54.5,0.0,0.0,0.0,166.4,0.2,1.3,89.7,0.5,104.0,738.4,0.0,2.1,269.9,4.935483870888137,38.24999999521875,0.33006535947604554,2.7085590465868487e-05,1.1145996860273826
rosemary dried,4.0,0.2,0.083,0.029,0.085,0.8,0.0,0.081,0.5,0.0,0.048,0.1,0.0,0.002,0.043,0.0,0.016,0.054,0.0,0.074,0.7,0.0,0.0,0.0,15.4,0.084,0.4,2.6,0.011,0.8,11.5,0.084,0.078,18.079,9.876543197683281,3.999999998,0.6249999999218749,0.004173913043441966,3.3869602029308243
ginger root,2.0,0.028,0.048,0.067,0.046,0.4,0.019,0.068,0.058,0.0,0.0,1.6,0.0,0.073,0.079,0.0,0.055,0.088,0.064,0.051,0.1,0.0,0.03,0.02,0.3,0.092,0.061,0.9,0.026,0.7,8.3,0.08,0.049,1.028,5.882352932525952,14.285714234693877,0.14499999996375,0.0,0.954198473236918
white pepper,7.0,0.0,0.002,0.049,0.032,1.6,0.0,0.2,0.6,0.0,0.075,0.3,0.0,0.0,0.008,0.027,0.0,0.028,0.085,0.0,0.075,0.5,0.0,0.0,0.0,6.4,0.069,0.3,2.2,0.1,4.2,1.8,0.077,2.514,7.999999996,16000000000.0,0.37499999997656247,0.017857142856717686,3.333333333174603
cloves ground,6.0,0.3,0.017,0.037,0.2,1.4,0.028,0.1,0.7,0.0,0.0,0.2,0.0,0.097,0.047,0.0,0.095,0.032,0.075,0.03,0.083,0.0,0.2,0.036,13.3,0.049,0.2,5.4,1.3,2.2,21.4,0.074,0.02,16.019,13.999999985999999,4.666666665111111,0.49999999996428574,0.0,2.99999999985
paprika,19.0,0.9,0.1,0.1,0.5,3.7,0.7,1.0,2.4,0.0,0.061,0.8,0.0,0.0,0.077,0.045,0.0,0.05,0.7,0.2,0.1,0.022,0.0,2.0,0.061,15.6,0.061,1.4,12.1,0.1,21.4,155.0,0.024,8.206,3.69999999963,4.111111110654321,0.6486486486311176,0.0028504672897063064,2.968749999953613
mace ground,25.0,1.7,0.5,0.6,0.2,2.7,0.0,0.4,1.1,0.0,0.097,0.4,0.0,0.079,0.016,0.0,0.032,0.061,0.0,0.039,1.1,0.0,0.0,0.0,13.4,0.1,0.7,8.6,0.073,5.8,24.5,0.083,0.1,21.1,6.7499999983125,1.5882352940242217,0.40740740739231823,0.003959183673453228,4.807692307599852
bay leaf,2.0,0.042,0.08,0.095,0.076,0.4,0.0,0.086,0.2,0.0,0.084,0.07,0.0,0.021,0.015,0.0,0.054,0.061,0.0,0.094,0.3,0.0,0.0,0.0,5.0,0.031,0.3,0.7,0.058,0.7,3.2,0.077,0.081,6.316,4.651162785289347,9.523809501133787,0.499999999875,0.026249999999179686,3.344481604791892
eppaw,150.0,1.8,0.0,0.0,0.0,31.7,0.0,4.6,0.0,0.0,0.015,60.0,0.0,0.0,0.1,0.072,0.0,0.1,0.3,1.2,0.2,13.0,0.0,0.0,0.0,110.0,0.2,1.2,32.0,1.1,165.0,340.0,0.052,38.5,6.891304347676276,17.611111110132715,0.0,9.090909090903581e-05,1.5290519877660256
tarragon dried,2.0,0.047,0.01,0.081,0.068,0.3,0.0,0.1,0.038,0.0,0.012,0.068,0.0,0.011,0.092,0.0,0.082,0.083,0.0,0.083,0.3,0.0,0.0,0.0,6.8,0.069,0.2,2.1,0.044,1.9,18.1,0.088,0.019,7.752,2.9999999969999998,6.382978709823449,0.12666666662444445,0.0006629834254107018,3.883495144876991
ginger ground,6.0,0.043,0.088,0.021,0.095,1.3,0.067,0.2,0.3,0.0,0.038,0.2,0.0,0.037,0.002,0.0,0.091,0.2,0.083,0.05,0.094,0.0,0.0,0.043,2.1,0.078,0.4,3.9,0.6,3.0,23.8,0.084,0.087,4.327,6.49999999675,30.232558069226613,0.23076923075147926,0.0015966386554554764,3.442340791540887
savory ground,4.0,0.029,0.085,0.0,0.0,1.0,0.0,0.074,0.6,0.0,0.055,0.1,0.0,0.0,0.03,0.0,0.0,0.0,0.053,0.0,0.0,0.7,0.0,0.0,0.0,29.8,0.043,0.5,5.3,0.044,2.0,14.7,0.057,1.895,13.51351349525201,34.482758501783586,0.59999999994,0.027499999998625,3.3250207811034893
black pepper,6.0,0.006,0.034,0.04,0.065,1.5,0.08,0.2,0.6,0.0,0.036,0.3,0.0,0.0,0.047,0.04,0.0,0.029,0.067,0.09,0.073,0.0,0.0,0.084,0.045,10.2,0.001,0.2,3.9,0.3,3.6,30.6,0.009,2.505,7.49999999625,249.9999958333334,0.3999999999733333,0.00999999999972222,2.991026919093169
spearmint fresh,3.0,0.089,0.049,0.068,0.022,0.5,0.0,0.2,0.4,0.0,0.092,4.9,0.0,0.0,0.079,0.061,0.0,0.098,0.007,0.086,0.033,0.8,0.0,0.0,0.0,11.3,0.008,0.7,3.6,0.064,3.4,26.1,0.0,1.261,2.49999999875,5.617977521777554,0.79999999984,0.027058823528615918,0.5273334505092752
poultry seasoning,14.0,0.3,0.1,0.094,0.079,2.9,0.1,0.4,0.5,0.0,0.063,0.4,0.0,0.046,0.049,0.0,0.042,0.1,0.0,0.093,0.5,0.0,0.088,0.026,43.8,0.008,1.6,9.9,0.3,7.5,30.1,0.037,0.1,50.0,7.2499999981875,9.666666663444444,0.172413793097503,0.002093023255807,3.4999999999125
nutmeg ground,12.0,0.8,0.6,0.056,0.088,1.1,0.6,0.1,0.5,0.0,0.095,0.1,0.0,0.065,0.008,0.0,0.055,0.088,0.0,0.072,0.001,0.0,0.0,0.0,4.0,0.052,0.018,4.0,0.008,4.7,7.7,0.086,0.036,6.656,10.999999989,1.374999999828125,0.4545454545041322,0.012337662337502109,5.714285714013605
curry powder,20.0,0.9,0.1,0.3,0.2,3.7,0.2,0.8,2.1,0.0,0.004,0.6,0.0,0.0,0.076,0.023,0.0,0.042,0.2,0.0,0.05,0.7,0.0,1.4,0.094,30.1,0.034,1.9,16.0,0.3,22.0,97.2,0.052,7.681,4.624999999421875,4.111111110654321,0.5675675675522279,0.0001818181818173554,3.333333333277778
peppermint,1.0,0.004,0.016,0.034,0.051,0.2,0.0,0.038,0.1,0.0,0.007,1.3,0.0,0.0,0.025,0.039,0.0,0.011,0.086,0.048,0.061,0.5,0.0,0.0,0.0,3.9,0.078,0.066,1.3,0.088,1.2,9.1,0.0,0.423,5.2631578808864266,49.99999875000004,0.49999999975,0.0058333333328472224,0.6485084305675416
salt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.099,0.006,0.2,0.052,0.0,1.4,0.039,0.098,4.329,0.0,0.0,0.0,4.999999999642857,0.0
coriander leaves dried,2.0,0.098,0.099,0.09,0.081,0.3,0.045,0.1,0.095,0.0,0.018,0.009,0.0,0.0,0.019,0.089,0.0,0.02,0.046,0.0,0.014,3.4,0.0,0.08,0.094,7.5,0.017,0.3,4.2,0.087,2.9,26.8,0.04,0.633,2.9999999969999998,3.06122448667222,0.31666666656111114,0.006206896551510107,3.9447731747643444
sage ground,2.0,0.046,0.07,0.069,0.013,0.4,0.052,0.058,0.3,0.0,0.083,0.051,0.0,0.018,0.025,0.0,0.1,0.055,0.0,0.044,0.2,0.0,0.08,0.099,11.6,0.06,0.2,3.0,0.032,0.6,7.5,0.039,0.02,12.796,6.896551712247325,8.695652155009451,0.7499999998124999,0.011066666666519112,3.6036036029543053
garlic powder,10.0,0.029,0.003,0.045,0.016,2.3,0.068,0.5,0.3,0.0,0.082,0.2,0.0,0.0,0.011,0.056,0.0,0.031,0.059,0.008,0.093,0.091,0.0,0.039,0.008,2.4,0.003,0.2,2.4,0.035,12.8,37.0,0.077,3.269,4.59999999908,79.31034455410224,0.13043478260302457,0.006406249999949951,3.3014196103234923
dill weed fresh,4.0,0.063,0.064,0.022,0.052,0.6,0.0,0.3,0.2,0.0,0.017,7.6,0.0,0.0,0.097,0.063,0.0,0.012,0.1,0.026,0.003,7.6,0.0,0.0,0.0,18.5,0.09,0.6,4.9,0.1,5.9,65.7,0.0,1.201,1.9999999993333333,9.523809508692366,0.3333333332777778,0.002881355932154553,0.46712600723499803
cardamom,6.0,0.1,0.065,0.038,0.071,1.4,0.0,0.2,0.6,0.0,0.013,0.2,0.0,0.072,0.0,0.0,0.056,0.029,0.0,0.005,0.4,0.0,0.0,0.0,7.7,0.039,0.3,4.6,0.6,3.6,22.4,0.0,0.1,10.7,6.999999996499999,13.999999985999999,0.4285714285408163,0.0005803571428545521,3.1578947366759005
saffron,2.0,0.092,0.047,0.1,0.05,0.5,0.0,0.071,0.002,0.0,0.063,0.086,0.0,0.0,0.097,0.082,0.0,0.066,0.061,0.0,0.023,0.6,0.0,0.0,0.0,0.8,0.037,0.035,1.8,0.2,1.8,12.1,0.082,0.682,7.042253511208095,5.43478260278828,0.0039999999992,0.03499999999805555,2.6702269689358844
allspice ground,5.0,0.2,0.034,0.084,0.063,1.4,0.0,0.1,0.4,0.0,0.001,0.2,0.0,0.026,0.079,0.0,0.08,0.088,0.0,0.03,0.7,0.0,0.0,0.0,12.6,0.011,0.1,2.6,0.036,2.1,19.8,0.02,0.015,15.5,13.999999985999999,6.999999996499999,0.2857142856938776,5.050505050479543e-05,2.631578947229917
parsley fresh,1.0,0.078,0.016,0.037,0.01,0.2,0.001,0.1,0.1,0.0,0.056,3.3,0.0,0.0,0.047,0.07,0.0,0.092,0.02,0.002,0.081,5.1,0.0,0.029,0.013,5.2,0.085,0.2,1.9,0.046,2.2,21.1,0.094,0.509,1.999999998,2.5641025608152535,0.49999999975,0.02545454545338843,0.2718868950442663
oregano dried,265.0,4.3,1.6,0.7,1.4,68.9,4.1,9.0,42.5,0.0,0.009,9.9,0.0,0.0,0.2,0.2,0.0,0.5,4.6,0.9,1.0,2.3,0.0,18.3,0.6,1597.0,0.6,36.8,270.0,5.0,148.0,1260.0,0.01,126.9,7.655555555470494,16.023255813580857,0.6168359941935895,6.081081081076972e-05,2.8773072746982873
marjoram dried,5.0,0.1,0.056,0.076,0.093,1.0,0.077,0.2,0.7,0.0,0.004,0.1,0.0,0.0,0.057,0.073,0.0,0.036,0.097,0.0,0.055,0.9,0.0,0.029,0.047,33.8,0.029,1.4,5.9,0.053,5.2,25.9,0.078,2.032,4.9999999975,9.99999999,0.69999999993,0.0007692307692159763,3.5714285711734695
chives raw,1.0,0.088,0.083,0.09,0.002,0.1,0.02,0.03,0.044,0.0,0.099,2.7,0.0,0.0,0.007,0.054,0.0,0.052,0.08,0.072,0.097,1.7,0.0,0.079,0.08,2.8,0.059,0.004,1.3,0.063,1.7,8.9,0.048,0.417,3.3333333222222223,1.1363636350723143,0.43999999955999997,0.05823529411422146,0.3427004797689273
fireweed leaves,24.0,0.6,0.0,0.0,0.0,4.4,0.0,1.1,2.4,0.0,0.035,16.3,0.0,0.044,0.007,0.0,0.079,1.1,0.3,0.1,0.5,0.0,0.0,0.0,98.7,0.016,0.6,35.9,1.5,24.8,113.6,0.068,0.6,108.3,3.9999999996363638,7.333333332111112,0.5454545454421487,0.0003080985915490246,1.0714285714237881
rosemary fresh,1.0,0.1,0.016,0.0,0.072,0.1,0.0,0.005,0.012,0.0,0.039,0.5,0.0,0.0,0.066,0.028,0.0,0.042,0.028,0.032,0.043,0.2,0.0,0.0,0.0,2.2,0.092,0.099,0.6,0.054,0.5,4.7,0.0,0.369,19.99999960000001,0.999999999,0.11999999988,0.07799999998439999,1.4184397161108597
garlic,4.0,0.026,0.033,0.078,0.089,0.9,0.043,0.2,0.064,0.0,0.018,1.6,0.0,0.0,0.058,0.024,0.0,0.068,0.09,0.005,0.061,0.9,0.0,0.056,0.003,5.1,0.069,0.046,0.7,0.01,4.3,11.2,0.014,1.253,4.49999999775,34.61538448224852,0.07111111110320988,0.004186046511530557,1.467351430613817
cinnamon ground,6.0,0.044,0.074,0.08,0.044,2.1,0.066,0.1,1.4,0.0,0.022,0.3,0.0,0.087,0.05,0.0,0.006,0.083,0.018,0.004,0.071,0.0,0.052,0.027,26.1,0.099,0.2,1.6,0.5,1.7,11.2,0.018,0.088,30.0,20.999999979000002,47.727272618801656,0.6666666666349206,0.001964285714268176,2.358490565945028
chervil dried,5.0,0.002,0.066,0.033,0.031,0.9,0.0,0.4,0.2,0.0,0.076,0.1,0.0,0.055,0.037,0.0,0.09,0.1,0.0,0.096,1.0,0.0,0.0,0.0,25.6,0.044,0.6,2.5,0.043,8.6,90.1,0.031,0.2,28.777,2.2499999994374997,449.99997750000114,0.22222222219753088,0.0008435072142055012,3.566333808590133
cayenne pepper,1.0,0.094,0.043,0.082,0.023,0.2,0.089,0.039,0.052,0.0,0.059,0.011,0.0,0.034,0.019,0.0,0.046,0.041,0.0,0.066,0.2,0.0,0.019,0.004,0.4,0.049,0.003,0.5,0.049,0.9,6.0,0.062,0.071,0.988,5.128205115055884,2.127659572204618,0.25999999986999994,0.009833333333169443,2.906976743340995
turmeric ground,8.0,0.2,0.093,0.014,0.019,1.4,0.062,0.2,0.5,0.0,0.064,0.2,0.0,0.085,0.1,0.0,0.097,0.1,0.0,0.04,0.6,0.0,0.033,0.075,4.0,0.083,0.9,4.2,0.2,5.9,55.6,0.02,0.009,7.8,6.999999996499999,6.999999996499999,0.35714285711734695,0.001151079136688577,3.9999999998
mustard,3.0,0.2,0.021,0.1,0.086,0.3,0.048,0.2,0.2,0.0,0.015,4.2,0.096,0.026,0.006,0.097,0.0,0.011,0.04,0.013,0.015,0.03,0.0,0.086,0.012,3.2,0.086,0.096,2.4,0.075,5.4,7.6,0.064,1.046,1.4999999992499997,1.4999999992499997,0.6666666664444445,0.0027777777777263373,0.6122448979466888
chili powder,8.0,0.4,0.061,0.029,0.2,1.3,0.2,0.4,0.9,0.0,0.014,0.3,0.0,0.0,0.066,0.062,0.0,0.097,0.3,0.013,0.031,0.008,0.0,1.0,0.047,8.9,0.032,0.5,4.0,0.036,8.1,52.7,0.018,3.182,3.2499999991874997,3.2499999991874997,0.6923076922544379,0.001728395061707057,3.333333333194444
thyme dried,276.0,7.4,2.7,0.5,1.2,63.9,1.7,9.1,37.0,0.0,0.016,7.8,0.0,0.0,0.5,0.3,0.0,0.4,4.9,0.0,0.6,50.0,0.0,7.5,1.7,1890.0,0.9,123.6,220.0,7.9,201.0,814.0,0.068,120.6,7.021978021900858,8.635135135018443,0.5790297339584053,7.960199004971165e-05,3.1292517006767246
spearmint dried,1.0,0.018,0.09,0.018,0.057,0.3,0.0,0.094,0.1,0.0,0.012,0.029,0.0,0.0,0.007,0.087,0.0,0.009,0.04,0.044,0.092,0.0,0.0,0.0,0.0,7.4,0.021,0.4,3.0,0.008,1.4,9.6,0.0,0.649,3.191489358306926,16.666666574074075,0.33333333322222225,0.008571428570816327,2.2675736956309356
basil dried,2.0,0.027,0.02,0.038,0.076,0.3,0.054,0.2,0.3,0.0,0.089,0.076,0.0,0.0,0.099,0.043,0.0,0.012,0.07,0.011,0.047,0.033,0.0,0.034,0.078,15.7,0.082,0.6,5.0,0.051,1.9,18.4,0.054,1.0,1.4999999992499997,11.111111069958847,0.9999999996666666,0.04684210526069252,3.3167495848562605
dandelion greens cooked,35.0,0.6,0.0,0.0,0.0,6.7,1.7,2.1,3.0,0.0,0.3,94.3,0.0,0.1,0.063,0.0,0.2,0.5,0.058,0.2,18.9,0.0,0.6,0.4,147.0,0.1,1.9,25.2,0.2,44.1,243.6,0.004,0.3,180.2,3.190476190324263,11.166666664805556,0.4477611940231677,0.0012315270935955537,0.3375120540016032
basil fresh,2.0,0.089,0.069,0.019,0.03,0.2,0.064,0.2,0.1,0.0,0.058,6.4,0.0,0.0,0.06,0.064,0.0,0.075,0.094,0.02,0.074,1.3,0.0,0.014,0.047,12.4,0.075,0.2,4.5,0.069,3.9,20.7,0.085,0.752,0.9999999995,2.2471910087110216,0.49999999975,0.014871794871413544,0.2903178980942035
dock,29.0,0.9,0.0,0.0,0.0,4.3,0.0,2.7,3.9,0.0,0.025,123.7,0.0,0.0,0.0,0.091,0.0,0.1,0.7,0.029,0.2,63.8,0.0,0.0,0.0,58.5,0.2,3.2,137.0,0.5,83.8,518.7,0.067,12.2,1.5925925925336075,4.777777777246913,0.906976744164954,0.0002983293556082359,0.22036474164116993
garden cress cooked,31.0,0.8,0.001,0.3,0.3,5.1,4.2,2.6,0.9,0.0,0.3,124.9,0.0,0.029,0.035,0.0,0.2,1.1,0.2,0.2,31.1,0.0,0.7,0.5,82.4,0.2,1.1,35.1,0.5,64.8,476.6,0.039,0.2,124.0,1.9615384614630176,6.3749999992031245,0.17647058823183392,0.000629458665547497,0.23238380809577783
onion powder,8.0,0.024,0.068,0.036,0.077,1.9,0.2,0.2,0.4,0.0,0.048,0.1,0.0,0.079,0.045,0.0,0.061,0.039,0.012,0.098,0.6,0.0,0.068,0.021,9.2,0.092,0.052,2.7,0.008,7.7,23.6,0.011,0.076,12.389,9.499999995249999,79.16666633680555,0.21052631577839337,0.0020338983050761277,3.597122301996533
dandelion greens raw,25.0,0.4,0.012,0.041,0.2,5.1,0.4,1.5,1.9,0.0,0.043,47.1,0.0,0.1,0.059,0.0,0.1,0.4,0.095,0.1,19.3,0.0,1.9,0.4,102.9,0.007,1.7,19.8,0.2,36.3,218.4,0.086,0.2,132.8,3.3999999997733332,12.749999996812498,0.37254901960053827,0.00019688644688635673,0.4621072088716042
yokan,36.0,0.022,0.064,0.072,0.003,8.5,0.0,0.5,0.0,0.0,0.05,5.0,0.0,0.0,0.069,0.03,0.0,0.096,0.048,0.066,0.025,0.0,0.0,0.0,0.0,3.8,0.048,0.2,2.5,0.089,5.6,6.3,0.025,9.059,16.9999999966,386.36363460743803,0.0,0.008928571428411991,2.567394094975272
fava beans cooked,187.0,0.7,0.1,0.1,0.3,33.4,3.1,12.9,9.2,0.0,0.081,121.6,0.0,0.0,0.2,0.2,0.0,0.2,1.2,0.3,0.1,0.5,0.0,0.046,0.067,61.2,0.4,2.6,73.1,0.7,212.5,455.6,0.058,56.778,2.5891472868016345,47.71428570746939,0.27544910179558246,0.00038117647058805593,1.1091340450764477
french beans raw,631.0,3.7,0.4,0.3,2.2,118.0,0.0,34.6,46.4,0.0,0.069,19.8,0.0,1.0,0.7,0.0,0.4,3.8,1.5,0.7,8.5,0.0,0.0,0.0,342.2,0.8,6.3,345.9,2.2,559.4,2421.4,0.049,3.5,559.7,3.4104046242675996,31.891891891029946,0.3932203389827176,2.8495911456181198e-05,3.5831913685385675
chickpeas canned,352.0,7.0,0.5,1.2,2.4,57.0,0.0,17.8,0.0,0.0,0.6,168.8,0.0,0.006,0.1,0.0,0.0,0.4,0.0,0.0,0.3,0.0,0.0,0.0,113.9,0.6,2.7,65.8,2.1,215.1,318.8,0.0,1.6,198.7,3.202247190993246,8.142857142740816,0.0,0.001882057716436047,1.4046288906618496
yellow beans cooked,255.0,1.9,0.5,0.2,0.8,44.7,0.0,16.2,18.4,0.0,0.086,111.5,0.0,0.0,0.3,0.1,0.0,0.2,1.3,0.4,0.2,3.2,0.0,0.0,0.0,109.7,0.3,4.4,131.0,0.8,323.9,575.3,0.068,81.7,2.7592592592422274,23.52631578823546,0.41163310961876587,0.0002655140475454568,1.462994836487973
mung beans cooked,212.0,0.8,0.2,0.1,0.3,38.7,4.0,14.2,15.4,0.0,0.083,146.8,0.0,0.0,0.3,0.3,0.0,0.1,1.2,0.8,0.1,2.0,0.0,0.3,0.005,54.5,0.3,2.8,97.0,0.6,200.0,537.3,0.099,69.586,2.725352112656864,48.374999993953125,0.3979328165364394,0.00041499999999979254,1.0573566084782757
white beans canned,299.0,0.8,0.2,0.073,0.3,55.5,0.8,19.0,12.6,0.0,0.079,183.7,0.0,0.3,0.2,0.0,0.026,0.3,0.5,0.2,0.0,0.0,2.1,0.052,191.3,0.6,7.8,133.6,1.3,238.4,1189.5,0.022,2.9,287.0,2.921052631563574,69.37499999132812,0.22702702702661795,6.641445985707723e-05,1.1544401544397087
pink beans cooked,252.0,0.8,0.2,0.045,0.4,47.2,0.6,15.3,9.0,0.0,0.075,103.4,0.0,0.0,0.4,0.3,0.0,0.1,1.0,0.5,0.3,0.0,0.0,1.7,0.083,87.9,0.5,3.9,109.9,0.9,278.9,858.5,0.03,73.103,3.0849673202412746,58.999999992625,0.19067796610129092,0.0002689135890999395,1.5116976604669998
pink beans raw,720.0,2.4,0.6,0.2,1.0,134.8,4.5,44.0,26.7,0.0,0.057,21.1,0.0,1.6,1.0,0.0,0.4,4.0,2.1,1.1,0.0,0.0,0.4,0.007,273.0,1.7,14.2,382.2,2.9,871.5,3074.4,0.077,5.4,495.1,3.063636363629401,56.16666666432639,0.19807121661706373,1.854020296643187e-05,3.5590706870966096
navy beans raw,701.0,3.1,0.4,0.5,2.9,126.4,8.1,46.4,50.8,0.0,0.059,25.2,0.0,1.6,0.8,0.0,0.3,4.6,1.5,0.9,0.0,0.0,0.08,0.018,305.8,1.7,11.4,364.0,2.9,846.6,2464.8,0.028,7.6,543.9,2.724137931028612,40.7741935470718,0.4018987341768972,2.3937033430703343e-05,3.4858279462936417
